track_id,title,artist,genre,genre_original,album,audio_path,has_audio,audio_sha256,lyrics_path,has_lyrics,avt_path,has_avt,source_song_id,segment_index,is_vietnamese_song,is_vietnamese_artist,is_vietnamese_title,is_vietnamese_lyrics,reasons
12baadfae04a0cc13e847e60,In Your Dreams,The Space Lady a.k.a. Suzy Soundz,unknown,unknown,Street-level Superstar (Owed to Boston),,False,,,False,,False,6001,,False,True,False,,vietnamese_artist
f9fea196a347139aa7da966a,The Price Of Freedom,The Space Lady a.k.a. Suzy Soundz,unknown,unknown,Street-level Superstar (Owed to Boston),,False,,,False,,False,6002,,False,True,False,,vietnamese_artist
4bcea540b58115e56e40af3b,Cap'n Jack,The Space Lady a.k.a. Suzy Soundz,unknown,unknown,Street-level Superstar (Owed to Boston),,False,,,False,,False,6003,,False,True,False,,vietnamese_artist
62bf90a2d4f87fbebb477c47,Street-level Superstar,The Space Lady a.k.a. Suzy Soundz,unknown,unknown,Street-level Superstar (Owed to Boston),,False,,,False,,False,6004,,False,True,False,,vietnamese_artist
05fb3fe95d5c5d14525925fa,Unknown,Khoc Huang Thien,unknown,unknown,,,False,,,False,,False,10508,,False,True,False,,vietnamese_artist;vietnamese_country;vietnamese_language
1d16c7b465381c848d138f2c,Yu Wang Tan Ming,Jianhong He,unknown,unknown,,,False,,,False,,False,10572,,False,True,False,,vietnamese_artist
b09fbedf1fae7cc15788d51a,Loja unes Ant Kiemo,Įdainavo Karalienes Aniolu Parapijos Choras,unknown,unknown,,,False,,,False,,False,10707,,False,True,False,,vietnamese_artist
74063c4f63e3630188923389,"Dao-Thong, Pt. 2",Seeranii,unknown,unknown,,,False,,,False,,False,11085,,False,True,False,,vietnamese_artist
bcdeabc540c57b44fe8d2562,Comendo Pão e Fazendo Mal,minusbaby,unknown,unknown,Saudade for Beginners,,False,,,False,,False,12589,,False,False,True,,vietnamese_title
c96bd627ea73719b605fa7f5,São Roque (Bella/Boa),minusbaby,unknown,unknown,Saudade for Beginners,,False,,,False,,False,12591,,False,False,True,,vietnamese_title
5409b6f869142f9a08bdf8d3,"Chung-Vô-Diệm, Pts. 1 and 2",Unknown,unknown,unknown,,,False,,,False,,False,13091,,False,True,True,,vietnamese_artist;vietnamese_country;vietnamese_language;vietnamese_title
1946cbdb05ba2a23bc39cb9a,* * coq à l'ail * *,Kania Tieffer,unknown,unknown,The Eastern World EP,,False,,,False,,False,13843,,False,False,True,,vietnamese_title
35b2f898ce02043c448d3078,rainmaking,Aaron Ximm,unknown,unknown,Re:Record,,False,,,False,,False,13934,,False,True,False,,vietnamese_artist
e69d9c99b982c2885a39b25f,coq à l'ail,Kania Tieffer,unknown,unknown,Les Alpes,,False,,,False,,False,14518,,False,False,True,,vietnamese_title
09b74d71ab4bd2503e403c05,Turn Me Back,Vietnam Cowboy,unknown,unknown,Dead Bees label sampler #8,,False,,,False,,False,14700,,False,False,False,,vietnamese_tag
5349e1968355f359f82bbfbc,Uno straccio,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16115,,False,True,False,,vietnamese_artist
145d1b0f740e56d4f9efdb6f,Vai pi piano,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16116,,False,True,False,,vietnamese_artist
bd6d64ff93ad8736dc6ea7ce,Bollate centro,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16117,,False,True,False,,vietnamese_artist
ddfb78dddfb2668952c24305,Mi fa,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16118,,False,True,False,,vietnamese_artist
0a71681fa8d537fb74f01b3e,Coma,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16119,,False,True,False,,vietnamese_artist
0dd467b6d5a225e7e7713e95,Capsula spaziale,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16120,,False,True,False,,vietnamese_artist
eb194a08485284aa69aa4028,Confuso,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16121,,False,True,False,,vietnamese_artist
90644b0d904ce3435a69abfe,Calendario,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16122,,False,True,False,,vietnamese_artist
21cea014c2022d6b2fc81a93,Motel,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16123,,False,True,False,,vietnamese_artist
b50dcc089123b60288e2f25e,Fearless little John,Bacco Baccanels,unknown,unknown,Bollate centro,,False,,,False,,False,16124,,False,True,False,,vietnamese_artist
89ccba76df0030eb13ea0fa7,Baião Lo-fi,Chico Correa and Electronic Band,unknown,unknown,Chico Correa and Electronic Band,,False,,,False,,False,16656,,False,False,True,,vietnamese_title
ab15bb1b2179794aa43ad435,allscars1998-06-12,All Scars,unknown,unknown,live at black cat 6/12/98,,False,,,False,,False,20557,,False,False,False,,vietnamese_tag
5ddc457e870133754a8d137f,Solidão Gasolina,Curumin,unknown,unknown,Live on WFMU's Transpacific Sound Paradise 12/19/2009,,False,,,False,,False,22773,,False,False,True,,vietnamese_title
dd10a2e8b5954731fbf83b32,l'amant des femmes à brioche,Audace,unknown,unknown,Flipper,,False,,,False,,False,23083,,False,False,True,,vietnamese_title
2351366b3d9bc72d85d1883c,Hymne à la Joie,Vulvinia & Jambonstar,unknown,unknown,Le Meilleur de Nous,,False,,,False,,False,23637,,False,False,True,,vietnamese_title
f1d546631fc73ffc49b33879,live on WPRB 3/2/00,All Scars,unknown,unknown,live on WPRB 3/2/00,,False,,,False,,False,24027,,False,False,False,,vietnamese_tag
92877b7931782ac03e189c53,Hay Que Luchar,Adelit@s,unknown,unknown,Un Solo Grito EP,,False,,,False,,False,24104,,False,False,True,,vietnamese_title
81b18c0c92368fc325e59391,Días que no volveran,Erick Diego,unknown,unknown,Low Motion Thelepathy,,False,,,False,,False,26670,,False,False,True,,vietnamese_title
cc28c166102fdaf25c8ef159,à notre avenir,Bacalao,unknown,unknown,MP3 summary,,False,,,False,,False,27785,,False,False,True,,vietnamese_title
d979fd8a8806fd90f7492a2b,à notre avenir,Bacalao,unknown,unknown,C'est La Fête,,False,,,False,,False,28684,,False,False,True,,vietnamese_title
958a5fcf054f4c61bff6fa0e,du bitume à l'envol,Bacalao,unknown,unknown,C'est La Fête,,False,,,False,,False,28687,,False,False,True,,vietnamese_title
782f05460aadc7f4a3e9a3b3,A mãe de sua mãe,Nueve de dos,unknown,unknown,et tu en vis ?,,False,,,False,,False,29359,,False,False,True,,vietnamese_title
5b0ffa79dfde84cfc8f568dc,Caída con los ojos abiertos,.RR,unknown,unknown,California,,False,,,False,,False,29787,,False,False,True,,vietnamese_title
