record_id,title,artist,genre_found,source_type,source_url,source_title,source_artist,match_score,confidence,evidence,status,zing_id,zing_url,youtube_url,genre_search_dc,genre_source,genre_status,genre_confidence
song_67b37c3e2d14ce36,AC/DC - Highway to Hell (Official Video),AC/DC,Rock Việt,youtube_description,https://www.youtube.com/watch?v=l482T0yNkeo,AC/DC - Highway to Hell (Official Video),AC/DC,1.0,medium,ighway to hell Highway to hell I'm on the highway to hell #ACDC #HighwaytoHell #OfficialMusicVideo #Rock,found_needs_review,,,https://www.youtube.com/watch?v=l482T0yNkeo,hard rock|rock,apple_music|discogs,DIFFERENT,HIGH
song_ea221f587ad41bc1,AC/DC - Thunderstruck (Official Video),AC/DC,Rock Việt,youtube_description,https://www.youtube.com/watch?v=v2AC41dglnM,AC/DC - Thunderstruck (Official Video),AC/DC,1.0,medium,"rstruck Thunderstruck, thunderstruck You've been thunderstruck #ACDC #Thunderstruck #TheRazorsEdge #Rock #HD #Remastered",found_needs_review,,,https://www.youtube.com/watch?v=v2AC41dglnM,hard rock|rock|blues rock,apple_music|discogs,DIFFERENT,HIGH
song_00ced80a86c12df1,AC/DC - You Shook Me All Night Long (Official 4K Video),AC/DC,Rock Việt,youtube_description,https://www.youtube.com/watch?v=Lo2qQmj0_h4,AC/DC - You Shook Me All Night Long (Official 4K Video),AC/DC,1.0,medium,"s: And you shook me all night long Yeah, you shook me all night long #ACDC #YouShookMeAllNightLong #Rock #HD #Remastered",found_needs_review,,,https://www.youtube.com/watch?v=Lo2qQmj0_h4,hard rock,apple_music,DIFFERENT,HIGH
song_bf89718ac53cb300,Ai Hay Chữ Ngờ,Lam Chan Khang,V-Pop,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Ai-Hay-Chu-Ngo-Chi-Thanh-Danh/fthsLEekxTEQ.html,Ai Hay Chữ Ngờ,Chí Thành Danh,0.875,low,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""iawjijA80yVd"",""name"":""V-Pop"",""title"":""V-Pop"",""alias"":""v-pop"",""link"":""/the-loai-album/V-Pop/iawjijA80yVd.html""}]; title_score=1.000; artist_score=0.500",found_needs_review,ZWZFI6IA,https://zingmp3.vn/bai-hat/Ai-Hay-Chu-Ngo-Lam-Chan-Khang/ZWZFI6IA.html,,pop,apple_music,DIFFERENT,HIGH
song_0b130827476079c9,Ai Khổ Vì Ai - Phương Anh (Official 4K MV),Phương Anh Bolero,Bolero,youtube_description,https://www.youtube.com/watch?v=ylgt4AIwvgM,Ai Khổ Vì Ai - Phương Anh (Official 4K MV),Phương Anh Bolero,1.0,medium,rồi sao nỡ làm khổ nhau. ───────────────────── ➥Đây là kênh Youtube chính thức của ca sĩ Phương Anh Bolero. ➥Đừng quên đăng ký kênh để cập nhật những sản phẩm mới nhất nhé! ➥Đăng ký theo dõi kênh miễn phí tại: http://popsww.com/phuonganhbolero ───────────────────── ⏩ MV MỚI NHẤT: http://bit.ly/MvMoiNhatPhuongAnh ⏩ HÔM,found_needs_review,,,https://www.youtube.com/watch?v=ylgt4AIwvgM,traditional folk|trữ tình,apple_music|zingmp3,DIFFERENT,HIGH
song_9b0bc68649657b57,Alaska,Nina Young - Topic,Hàn Quốc,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Alaska-Young-Oh/G2YARZvsONQT.html,Alaska,Young Oh,0.896,medium,"[{""id"":""XwxeLj1drHUZ"",""name"":""Hàn Quốc"",""title"":""Hàn Quốc"",""alias"":""han-quoc"",""link"":""/the-loai-album/Han-Quoc/XwxeLj1drHUZ.html""}]; title_score=1.000; artist_score=0.583",found_needs_review,,,https://www.youtube.com/watch?v=MWVgri0yimw,folk|world|country|dance|new age,discogs|apple_music|zingmp3,DIFFERENT,HIGH
song_c224bdb5fb771a63,Alien Ant Farm - Smooth Criminal (Official Music Video),Alien Ant Farm Channel,Âu Mỹ | Rock,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Smooth-Criminal-Alien-Ant-Farm/qJ8WRLJCVXq4.html,Smooth Criminal,Alien Ant Farm,0.944,medium,"[{""id"":""q3564DMx4CZN"",""name"":""Âu Mỹ"",""title"":""Âu Mỹ"",""alias"":""au-my"",""link"":""/the-loai-album/Au-My/q3564DMx4CZN.html""},{""id"":""RNRFSWbGG5rD"",""name"":""Rock"",""title"":""Rock"",""alias"":""rock"",""link"":""/the-loai-album/Rock/RNRFSWbGG5rD.html""}]; title_score=1.000; artist_score=0.778",found_needs_review,,,https://www.youtube.com/watch?v=CDl9ZMfj6aE,hard rock|pop|dance|latin|country,apple_music|zingmp3|nhaccuatui|nhac_vn,DIFFERENT,HIGH
song_60f5a5ee5f7afe18,Andra Day - Rise Up [Official Music Video] [Inspiration Version],Andra Day,Âu Mỹ | Christian & Gospel | Rock,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Rise-Up-Third-Day/7UQK9yyOCsuf.html,Rise Up,Third Day,0.889,medium,"[{""id"":""q3564DMx4CZN"",""name"":""Âu Mỹ"",""title"":""Âu Mỹ"",""alias"":""au-my"",""link"":""/the-loai-album/Au-My/q3564DMx4CZN.html""},{""id"":""boV0NG6laILJ"",""name"":""Christian & Gospel"",""title"":""Christian & Gospel"",""alias"":""christian-gospel"",""link"":""/the-loai-album/Christian-Gospel/boV0NG6laILJ.html""},{""id"":""RNRFSWbGG5rD"",""name"":""Rock"",""title"":""Rock"",""alias"":""rock"",""link"":""/the-loai-album/Rock/RNRFSWbGG5rD.html""}]; title_score=1.000; artist_score=0.556",found_needs_review,,,https://www.youtube.com/watch?v=lwgr_IMeEgA,soul|country,apple_music|zingmp3,DIFFERENT,HIGH
song_f250b9c719e65710,Andree Right Hand - QuaBanh [Official MV],Andree Right Hand,V-Pop,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Qua-Banh-Andree-Right-Hand/VNquvgL9dYz2.html,Quá Bảnh,Andree Right Hand,0.95,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""iawjijA80yVd"",""name"":""V-Pop"",""title"":""V-Pop"",""alias"":""v-pop"",""link"":""/the-loai-album/V-Pop/iawjijA80yVd.html""}]; title_score=0.933; artist_score=1.000",found_needs_review,,,https://www.youtube.com/watch?v=7Vjix_2r2nw,rap việt,zingmp3,DIFFERENT,HIGH
song_2209920b338ccf2a,Anh Là Ai,Phuong Ly Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-La-Ai-Phuong-Ly/begWMJdTTEFr.html,Anh Là Ai,Phương Ly,0.917,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.667",found_needs_review,,,https://www.youtube.com/watch?v=MRQMyHV8L0Q,pop|folk|world|country|trữ tình|b việt,apple_music|discogs|zingmp3,DIFFERENT,HIGH
song_a60842b0c85f1391,Anh Là Ai - Phương Ly | Official Music Video,Phuong Ly Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-La-Ai-Phuong-Ly/begWMJdTTEFr.html,Anh Là Ai,Phương Ly,0.917,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.667",found_needs_review,,,https://www.youtube.com/watch?v=3bJkVSMs4dw,pop|folk|world|country|trữ tình|b việt,apple_music|discogs|zingmp3,DIFFERENT,HIGH
song_2bd18d9ec6e57cca,Anh Là Ai - Phương Ly x Refre | Official MV,Phuong Ly Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-La-Ai-Phuong-Ly/begWMJdTTEFr.html,Anh Là Ai,Phương Ly,0.917,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.667",found_needs_review,,,https://www.youtube.com/watch?v=fP80p59cvFE,b việt,zingmp3,DIFFERENT,HIGH
song_f4b0e545ebc26b5b,Anh Là Ngoại Lệ Của Em,Phuong Ly Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-La-Ngoai-Le-Cua-Em-Phuong-Ly/ZWrguVhYuJNE.html,Anh Là Ngoại Lệ Của Em,Phương Ly,0.917,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.667",found_needs_review,,,https://www.youtube.com/watch?v=oNEhUrDZ1Nw,pop|b việt,apple_music|zingmp3,DIFFERENT,HIGH
song_feb6a52ed354c494,Anh Muốn Em Sống Sao (Remix),Bao Anh,Dance Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-Muon-Em-Song-Sao-Remix-Dieu-Dan/y6PCHuKxOrrm.html,Anh Muốn Em Sống Sao (Remix),Diệu Đan,0.857,low,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""70R9PC5gb3Sr"",""name"":""Dance Việt"",""title"":""Dance Việt"",""alias"":""dance-viet"",""link"":""/the-loai-album/Dance-Viet/70R9PC5gb3Sr.html""}]; title_score=1.000; artist_score=0.429",found_needs_review,ZW6AD7BB,https://zingmp3.vn/bai-hat/Anh-Muon-Em-Song-Sao-Remix-Bao-Anh/ZW6AD7BB.html,,pop,apple_music,DIFFERENT,HIGH
song_ae2da5f39f746606,Anh Nhớ Em Nhiều Lắm Em À (Short),King Band,V-Pop,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-Nho-Em-Nhieu-Lam-Em-A-King-Band/uVfjnncpVitk.html,Anh Nhớ Em Nhiều Lắm Em À,King Band,0.92,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""iawjijA80yVd"",""name"":""V-Pop"",""title"":""V-Pop"",""alias"":""v-pop"",""link"":""/the-loai-album/V-Pop/iawjijA80yVd.html""}]; title_score=0.893; artist_score=1.000",found_needs_review,Z7CWEIWD,https://zingmp3.vn/bai-hat/Anh-Nho-Em-Nhieu-Lam-Em-A-Short-King-Band/Z7CWEIWD.html,,pop,apple_music,DIFFERENT,HIGH
song_5c29aac051a8bf38,Anh Nhớ Em - Tuấn Hưng [OFFICIAL MV HD],Tuấn Hưng,V-Pop,youtube_description,https://www.youtube.com/watch?v=SPn106LGnjU,Anh Nhớ Em - Tuấn Hưng [OFFICIAL MV HD],Tuấn Hưng,1.0,medium,facebook.com/tuanhung.fanpage ♫ Google Plus : http://bit.ly/TuanHungGGPlus Tuấn Hưng là một ca sĩ nhạc trẻ của Việt Nam. Anh được công chúng biết đến qua vai trò là thành viên của nhóm nhạc Quả dưa hấu - nhóm nhạc nổi tiếng của Hà Nội vào những năm cuối thế kỉ 20. Tuấn Hưng còn là một ca sĩ solo với các ca khúc nổi t,found_needs_review,,,https://www.youtube.com/watch?v=SPn106LGnjU,pop,apple_music,DIFFERENT,HIGH
song_8889af755ecc19e2,Anh Đã Không Yêu Em Thật Lòng,Le Uyen Nhi,Nhạc Trữ Tình,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-Da-Khong-Yeu-That-Long-Le-Uyen-Nhy/brM9MztHmJZ6.html,Anh Đã Không Yêu Thật Lòng,Le Uyen Nhy,0.935,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""brC6BYOzAGjo"",""name"":""Nhạc Trữ Tình"",""title"":""Nhạc Trữ Tình"",""alias"":""nhac-tru-tinh"",""link"":""/the-loai-album/Nhac-Tru-Tinh/brC6BYOzAGjo.html""}]; title_score=0.943; artist_score=0.909",found_needs_review,ZWZB0U0B,https://zingmp3.vn/bai-hat/Anh-Da-Khong-Yeu-Em-That-Long-Le-Uyen-Nhi/ZWZB0U0B.html,,afro-pop,apple_music,DIFFERENT,HIGH
song_634aff66c7b58551,"Anh Đã Lạc Vào Remix VER 2 - (Green, Đại Mèo Remix)anh đã lạc vào cả một bầu trời yêu dấu này remix",BD Media Music,V-Pop,youtube_description,https://www.youtube.com/watch?v=GN9KZJN8dbo,"Anh Đã Lạc Vào Remix VER 2 - (Green, Đại Mèo Remix)anh đã lạc vào cả một bầu trời yêu dấu này remix",BD Media Music,1.0,medium,"Đừng quên Đăng ký (Subscribe) BD Media Music để xem ngay Music Video Hot, Phim Ca Nhạc và Liên Khúc nhạc trẻ remix hay nhất 2018 nhé cả nhà. ✔ Đây là ca khúc được độc quyền bởi Công Ty BDMedia. Đề nghị các tổ chức, cá nhân không reup dưới mọi hình thức. LH Bản Quyền : bdmediamusic@gmail.com -------------------------",found_needs_review,,,https://www.youtube.com/watch?v=GN9KZJN8dbo,pop,apple_music,DIFFERENT,HIGH
song_740daf4a1a9ed8af,ANH ĐÃ LỚN HƠN THẾ NHIỀU  - Dick ft. Michelle Ngn  ( Official Music Video ),BẠN CÓ TÀI MÀ,Rap Việt,youtube_description,https://www.youtube.com/watch?v=eMW9ZxXxCHI,ANH ĐÃ LỚN HƠN THẾ NHIỀU  - Dick ft. Michelle Ngn  ( Official Music Video ),BẠN CÓ TÀI MÀ,1.0,medium,"ndayStores420, Hpro Studio, BCTM Clo, King Store, NTGD, Grillz VietNam, Dien Quan Network, QN RAP, Rap Việt Underground, Dusk Music, Mood Music, Nắng Music, Troll Rap Việt, ... Cảm ơn vì đã đồng hành cùng#ADLHTN Excutive Producer : Dick Composer: Dick, B.O.P, Michelle Ngn Director:Dũng Phạm Record/ Mix/ Master : H",found_needs_review,,,https://www.youtube.com/watch?v=eMW9ZxXxCHI,pop,apple_music,DIFFERENT,HIGH
song_854947ae3bf39986,Anh Đã Quen Với Cô Đơn,SOOBIN Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-Da-Quen-Voi-Co-Don-SOOBIN/LDvhmyz7b1jE.html,Anh Đã Quen Với Cô Đơn,SOOBIN,0.893,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.571",found_needs_review,,,https://www.youtube.com/watch?v=Vv1leKzSKZI,pop|dance việt,apple_music|zingmp3,DIFFERENT,HIGH
song_b991799d29f8991f,Anh Đã Quen Với Cô Đơn - Soobin Hoàng Sơn | Official Music Video 4K,SOOBIN Official,R&B Việt,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Anh-Da-Quen-Voi-Co-Don-SOOBIN/LDvhmyz7b1jE.html,Anh Đã Quen Với Cô Đơn,SOOBIN,0.893,medium,"[{""id"":""el0RHYY9aI0v"",""name"":""Việt Nam"",""title"":""Việt Nam"",""alias"":""viet-nam"",""link"":""/the-loai-album/Viet-Nam/el0RHYY9aI0v.html""},{""id"":""Qvf5V6XIXLP3"",""name"":""R&B Việt"",""title"":""R&B Việt"",""alias"":""r-b-viet"",""link"":""/the-loai-album/R-B-Viet/Qvf5V6XIXLP3.html""}]; title_score=1.000; artist_score=0.571",found_needs_review,,,https://www.youtube.com/watch?v=X7sSE3yCNLI,pop|dance việt,apple_music|zingmp3,DIFFERENT,HIGH
song_8d551080505a018f,Arctic Monkeys - Do I Wanna Know? (Official Video),Official Arctic Monkeys,Rock | Âu Mỹ,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Do-I-Wanna-Know-Arctic-Monkeys/CeBPwLLe1De6.html,Do I Wanna Know,Arctic Monkeys,0.939,medium,"[{""id"":""RNRFSWbGG5rD"",""name"":""Rock"",""title"":""Rock"",""alias"":""rock"",""link"":""/the-loai-album/Rock/RNRFSWbGG5rD.html""},{""id"":""q3564DMx4CZN"",""name"":""Âu Mỹ"",""title"":""Âu Mỹ"",""alias"":""au-my"",""link"":""/the-loai-album/Au-My/q3564DMx4CZN.html""}]; title_score=1.000; artist_score=0.757",found_needs_review,,,https://www.youtube.com/watch?v=bpOSxM0rNPM,alternative,apple_music,DIFFERENT,HIGH
song_a451b25b7c26ae09,Astrid S - Hurts So Good (Lyric Video),Love Life Lyrics,Indie,youtube_description,https://www.youtube.com/watch?v=8RmvCLn6RoI,Astrid S - Hurts So Good (Lyric Video),Love Life Lyrics,1.0,medium,"d get through bad days easier! Every day I update the channel with lyric videos of the newest pop, indie pop, electropop, pop r&b and chill tracks for my subscribers. ♪♪ So, chill with some lovely songs and tell me about your feelings in the comments. (｡ ˃ᴗ˂ ｡)و Socials: Spotify: https://open.spotify.com/user/hbinm",found_needs_review,,,https://www.youtube.com/watch?v=8RmvCLn6RoI,pop,apple_music,DIFFERENT,HIGH
song_be94d400596c0d0e,Bad Wolves - Zombie (Official Video),Better Noise Music,Nhạc Phim,youtube_description,https://www.youtube.com/watch?v=9XaS93WMRQQ,Bad Wolves - Zombie (Official Video),Better Noise Music,1.0,medium,"in Germany, Switzerland, Austria: https://theretaliators.ffm.to/gsastreaming Listen to the score, soundtrack, and follow The Retaliators Movie: Buy/listen to the score - https://theretaliators.ffm.to/score Buy/listen to the Soundtrack - https://theretaliators.ffm.to/retaliatorssoundtrack Instagram: https://www.",found_needs_review,,,https://www.youtube.com/watch?v=9XaS93WMRQQ,rock|non-music|noisecore,apple_music|discogs,DIFFERENT,HIGH
song_c0fffb4f1ceb6881,Bebe Rexha- I'm The Drama (Official Music Video),Bebe Rexha,Nhạc Dân Ca - Quê Hương,youtube_description,https://www.youtube.com/watch?v=q4AHJ22hz-E,Bebe Rexha- I'm The Drama (Official Music Video),Bebe Rexha,1.0,medium,e-Up: Daniel Kolaric Cast Stylist + Bebe 2nd Look Stylist: Lucy James Cast Hair Stylist: Sheree Jourdan Cast Make-Up: Lauren Webster Production Asst: Peg Mcmillan Official Lyrics: There’s a whisper In the night Oh and it calls my name Oh and it calls my name There’s a silence Only I I was born to break I was born to,found_needs_review,,,https://www.youtube.com/watch?v=q4AHJ22hz-E,pop,apple_music,DIFFERENT,HIGH
