record_id,title,artist,genre_found,source_type,source_url,source_title,source_artist,match_score,confidence,evidence,status,zing_id,zing_url,youtube_url,genre_search_dc,genre_source,genre_status,genre_confidence
song_f51c71ab3aaed8a5,Alex Sampson - Pretty Baby (Official Music Video),Alex Sampson,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=H9067mpZ090,pop,apple_music,MISSING_ORIGINAL,HIGH
song_b558325edc573a30,Alex Warren - Burning Down (with Joe Jonas) [Official Music Video],Alex Warren,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=QC_mOB2uBj4,pop|electronic|hip hop|rock|funk|soul|ballad|alt-pop|alternative rock|country rock|dance-pop|happy hardcore|hard rock|house|indie pop|indie rock|pop rock|synthpop|tech house|vocal|dance,apple_music|discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_47a678dc912c64d1,Alex Warren - Ordinary (Official Video),Alex Warren,Âu Mỹ,zingmp3_title_artist_search,https://zingmp3.vn/bai-hat/Ordinary-Warren-Alexander/Y7a2318chMO7.html,Ordinary,Warren Alexander,0.861,low,"[{""id"":""q3564DMx4CZN"",""name"":""Âu Mỹ"",""title"":""Âu Mỹ"",""alias"":""au-my"",""link"":""/the-loai-album/Au-My/q3564DMx4CZN.html""}]; title_score=1.000; artist_score=0.444",found_needs_review,,,https://www.youtube.com/watch?v=u2ah9tWTkmk,pop|electronic|dance,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_ebcc2c4b83d9c781,Ali Gatie - It's You (Official Lyrics Video),Ali Gatie,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=PXGycbkbtW0,soul|pop|electronic|dance,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_b85ec3ec3e6b3e9b,Ali Gatie - Perfect (Official Lyric Video),Ali Gatie,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=NXk_wWFxhEI,pop|electronic|dance|soul,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_9b520c1c5a48035c,Almost a Lover,NLSN - Topic,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ecpCdqWksLs,dance|pop|country,apple_music|zingmp3|youtube,MISSING_ORIGINAL,HIGH
song_c333da454307cdc3,ALONE - KHỞI MY | OFFICIAL MUSIC VIDEO,Khởi My - Kelvin Khánh Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=bLARfWtu0aQ,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_cf8b55bc4f04ea76,AMEE - SAO ANH CHƯA VỀ NHÀ (ft. RICKY STAR) | Official Music Video,ST.319 Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=RlBkvjVss-s,pop|bubblegum|v-pop|b việt,apple_music|discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_0cc66b34b2f9691f,AMEE x B RAY - ANH NHÀ Ở ĐÂU THẾ | Official Music Video,ST.319 Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=iE52-XXnQqs,pop,apple_music,MISSING_ORIGINAL,HIGH
song_493ed6748c720c19,AMEE - YÊU THÌ YÊU KHÔNG YÊU THÌ YÊU | Official Music Video,ST.319 Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=66GBxJYrmVM,pop|bubblegum|v-pop|house,discogs|apple_music|zingmp3|allmusic,MISSING_ORIGINAL,HIGH
song_e403845bb78beae0,AMEE - ĐEN ĐÁ KHÔNG ĐƯỜNG | Official Music Video,ST.319 Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ZwDxaM5VBJM,pop|bubblegum|v-pop|b việt|house,apple_music|discogs|zingmp3|allmusic,MISSING_ORIGINAL,HIGH
song_e081b486639b7f1c,An Thần (ft. Thắng) | Low G | Rap Nhà Làm,Rap Nhà Làm,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=J7eYhM6wXPo,funk|soul|blues|pop|v-pop,discogs,MISSING_ORIGINAL,HIGH
song_da7a8e5163961c7f,"Andree Right Hand - Dân Chơi Sao Phải Khóc ft. RHYDER, WOKEUP | Official MV",Andree Right Hand,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=zDNOhR-Ms-I,hip hop|rap|rap việt,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_d84d60b231868dcf,"Andree Right Hand - Em iu feat. Wxrdie, Bình Gold, 2pillz | Official MV",Andree Right Hand,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=p7YGAKeDPkM,hip hop|rap|rap việt,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_7f0a9002b7b1f5f9,Andree Right Hand - NHẠC ANH ft. Wxrdie [Official Music Video],Andree Right Hand,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=3Zh6aSA0Nl0,rap|rap việt,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_a8bcbcda19e842c7,Andree Right Hand x JC Hưng | WHERE U AT [Official MV],Andree Right Hand,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=oQN5vB3VtUA,electronic,web_search,MISSING_ORIGINAL,LOW
song_93d3fd1e04fde3c5,Andrew Iqcon – It's Been a Long Way to Your Heart (Official Lyric Video),Andrew Iqcon,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=GT1svvN7uTM,latin,nhaccuatui|shazam|nhac_vn|qobuz|allmusic|youtube,MISSING_ORIGINAL,HIGH
song_fae5cc2d9c240f7b,"Andy Grammer - Honey, I'm Good. (Official Music Video)",Andy Grammer,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=Go7gn6dugu0,pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_b4c0ebc5a0b1ef1f,ANH BIẾT – XÁM x D.BLUE  [MV],BẠN CÓ TÀI MÀ,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=OufLTUWAEWc,hip hop,apple_music,MISSING_ORIGINAL,HIGH
song_0b442366e583e8b7,Anh Bờ Vai - VƯƠNG BÌNH | ‘ANH BỜ VAI’ Album,ST.319 Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=bW3fuX_HqKY,worldwide,apple_music,MISSING_ORIGINAL,HIGH
song_bcc67483e77b8ad6,ANH CHƯA TỪNG - WHEE! (Official Music Video),Whee!,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=YGTs15d0IBM,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_fd690eb4aa194bf0,ANH CHẲNG THOÁT ĐƯỢC ĐÂU (Lover Hunter) - MỸ MỸ x HỨA KIM TUYỀN | Official Music Video #ACTDD,Mỹ Mỹ Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=LXcJ_8YvqHM,v-pop,zingmp3,MISSING_ORIGINAL,HIGH
song_e298f0397a9fc154,Anh Chỉ Là Người Thay Thế - HUI (Official HD MV),SRC Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=96TH095tI1A,pop,apple_music,MISSING_ORIGINAL,HIGH
song_e7af0b7488b15ef3,Anh Có Buồn Không,Hien Thuc,,,,,,,,,not_found,ZWZCUO0I,https://zingmp3.vn/bai-hat/Anh-Co-Buon-Khong-Hien-Thuc/ZWZCUO0I.html,,worldwide|pop|folk|world|country|trữ tình|ballad|v-pop,apple_music|discogs|musicbrainz,MISSING_ORIGINAL,HIGH
song_d8e1bc91d2ee3d65,Anh Có Vui Khi Mùa Xuân Đến,,,,,,,,,,not_found,Z7C9UIF9,https://zingmp3.vn/bai-hat/Anh-Co-Vui-Khi-Mua-Xuan-Den-Huong-Sac-Mua-Xuan-Xuan-Nghi/Z7C9UIF9.html,,pop|folk|world|country|chanson,apple_music|discogs,MISSING_ORIGINAL,HIGH
song_e37c6317f3c41d9b,Anh Ghét Làm Bạn Em - Phan Mạnh Quỳnh (HD Official MV),Zing MP3,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=Hw7MD75JPFE,pop,apple_music,MISSING_ORIGINAL,HIGH
song_c27f45090a60cb80,Anh Hãy Quay Về Cùng Em,Phuong Thanh,,,,,,,,,not_found,ZWZ999UF,https://zingmp3.vn/bai-hat/Anh-Hay-Quay-Ve-Cung-Em-Phuong-Thanh/ZWZ999UF.html,,pop|v-pop|ballad,apple_music|discogs|musicbrainz,MISSING_ORIGINAL,HIGH
song_7cde4463831268fb,Anh Không Giữ,"Tien Cookie,BigDaddy,Bich Phuong",,,,,,,,,not_found,ZW6W989A,https://zingmp3.vn/bai-hat/Anh-Khong-Giu-Tien-Cookie-BigDaddy-Bich-Phuong/ZW6W989A.html,,pop,apple_music,MISSING_ORIGINAL,HIGH
song_b204b27b530b74f2,Anh Không Đòi Quà Version 2   OnlyC ft  Karik   Official MV,Zing MP3,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=o5CSJNAWpjA,pop,apple_music,MISSING_ORIGINAL,HIGH
song_434700c9b01f66e3,ANH LUÔN GẦN | Always stay here | NGÔ ĐÌNH NAM | OFFICIAL MV,Ngô Đình Nam Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=uZ7VXUbFqe4,latin|pop|folk|world|country|trữ tình,discogs,MISSING_ORIGINAL,HIGH
song_16cc87b8ebb409c3,ANH LÀ NGOẠI LỆ CỦA EM - PHƯƠNG LY | OFFICIAL MV,Phuong Ly Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=q2YUtZum9wc,pop|b việt,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_a8347d7b36b6cbc8,Anh Là Sinh Viên,,,,,,,,,,not_found,Z6O7OW7O,https://zingmp3.vn/bai-hat/Anh-La-Sinh-Vien-Ngheo-Short-Version-Parody-King-Band/Z6O7OW7O.html,,hip hop|rap|pop|folk|world|country|v-pop,apple_music|discogs,MISSING_ORIGINAL,HIGH
song_186e7c30fddd051e,Anh Là Tia Nắng Trong Em - Lâm Thúy Vân [asia SOUND] | ASIA 16,Asia Entertainment Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=08W-_m1Od6o,electronic|trance,discogs,MISSING_ORIGINAL,HIGH
song_f7fffe9ac0012548,Anh Làm Em Đau (Remix),Pham Truong,,,,,,,,,not_found,ZW7WABZW,https://zingmp3.vn/bai-hat/Anh-Lam-Em-Dau-Remix-Pham-Truong/ZW7WABZW.html,,pop,apple_music,MISSING_ORIGINAL,HIGH
song_1420c383908d3ded,Anh Lại Làm Em Khóc Nữa Rồi - Khiem | OFFICIAL MUSIC VIDEO,DACI Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=osDMPchCdjM,v-pop,zingmp3,MISSING_ORIGINAL,HIGH
song_05086b20e9a860b9,Anh Muốn Em Sống Sao | Bảo Anh | Official MV,POPS MUSIC,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ZBT0Chsef0k,worldwide|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_298c893571fe4d29,Anh Mới Chính Là Người Em Yêu (Remix House),Orinn - Topic,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=i1mJu-D7fkU,dangdut,apple_music,MISSING_ORIGINAL,HIGH
song_f448561b242e5c64,ANH NHỚ RA - Vũ. (Feat. Trang) / Official Audio,Vũ Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=11XkLOIsLHI,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_72e01266e13e9a46,Anh Nên Yêu Cô Ấy - N Ly | Official Music Video,Lặng,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=lCdDKyBiZ3w,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_42271de19a5075bf,Anh Nói Em Nghe Đi - Hoàng Yến Chibi | Official Music Video,Hoàng Yến Chibi Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=HK_6yUm5Lec,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_3c46098a7bb50776,ANH RỒNG | THAN THÂN | OFFICIAL MUSIC VIDEO,G5R SQUAD Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=cNPOmJhI8Zo,electronic|trance|rap việt,discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_7b0313a3d136d441,ANH RỒNG || VÁCH NGỌC NGÀ || OFFICIAL MUSIC VIDEO,Anh Rồng Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=3JhJTYmzXK8,folk|world|country|v-pop,discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_c42a25a14d00c7ef,Anh Thanh Niên - HuyR | HƯƠNG LY COVER,Nguyễn Hương Ly Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=6_exaWxp_MQ,electronic|jazz|folk|world|country|contemporary jazz,discogs,MISSING_ORIGINAL,HIGH
song_da8c5e0e8320be75,Anh Thương Em Nhất Mà? (feat. Log & TiB),Lã Thùy Trang - Topic,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=mCKK-59M5gE,pop|folk|world|country|trữ tình|rap việt,apple_music|discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_8eed2b80cd22ba1a,ANH THƯƠNG EM NHẤT MÀ (NỮ VERSION) - Lã. x Log x TiB | HƯƠNG LY COVER,Nguyễn Hương Ly Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=JwRHiS_WXoo,electronic|jazz|folk|world|country|contemporary jazz,discogs,MISSING_ORIGINAL,HIGH
song_80d328f7edf9eda0,Anh Trai Vượt Ngàn Chông Gai (S)TRONG Trọng Hiếu - Rise Up Underdog M/V,Trong Hieu Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=_MhNtSBE8rY,pop,apple_music,MISSING_ORIGINAL,HIGH
song_d291a4e8e86ffca6,ANH TÚ X LYLY - HÀNG XÓM | OFFICIAL MUSIC VIDEO @anhtusinger,LyLy Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=QQRHgzcmruY,v-pop,zingmp3,MISSING_ORIGINAL,HIGH
song_1b99c7e9b84ba688,Anh Từng Cố Gắng (Lofi Ver.) - Nhật Phong x Freak D,Freak D Music,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=c15lrUz03C0,pop,apple_music,MISSING_ORIGINAL,HIGH
song_379ef479806f0147,Anh Và Anh,Vu Cat Tuong,,,,,,,,,not_found,ZW6FO66U,https://zingmp3.vn/bai-hat/Anh-Va-Anh-Vu-Cat-Tuong/ZW6FO66U.html,,pop|folk|world|country|trữ tình|v-pop|lgbt,apple_music|discogs|musicbrainz,MISSING_ORIGINAL,HIGH
song_03a66b70a15653e7,Anh Vẫn Biết,Various Artists,,,,,,,,,not_found,ZW60FBFO,https://zingmp3.vn/bai-hat/Anh-Van-Biet-Bang-Kieu/ZW60FBFO.html,,pop|folk|world|country,apple_music|discogs,MISSING_ORIGINAL,HIGH
song_920079d3f64750b6,ANH VẪN CỨ LO - JSOL | Official MV,DreamS Entertainment,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=m8p8iqVASK4,pop,apple_music,MISSING_ORIGINAL,HIGH
song_1de7215837033dda,Anh Vẫn Yêu Em Như Ngày Đầu Tiên,Cao Thai Son,,,,,,,,,not_found,ZW7WB7C9,https://zingmp3.vn/bai-hat/Anh-Van-Yeu-Em-Nhu-Ngay-Dau-Tien-Cao-Thai-Son/ZW7WB7C9.html,,pop,apple_music,MISSING_ORIGINAL,HIGH
song_1b5ed75ea91d74ef,ANH VẪN YÊU EM NHƯ NGÀY ĐẦU TIÊN - CAO THÁI SƠN | OFFICIAL MUSIC VIDEO,Cao Thái Sơn,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=zRxw8Yi_S64,pop|folk|world|country|v-pop,apple_music|discogs|zingmp3,MISSING_ORIGINAL,HIGH
song_c0a1b8736a63975e,Anh Đã Sai,OnlyC Production,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=MhGN74OaEY8,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_0a32801b8851b0a0,Anh Đã Từ Bỏ Rồi Đấy  - Nguyenn x @aric1407  | Official Music Video,Nguyên Trần Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=zDrji1Uwnh8,pop,apple_music,MISSING_ORIGINAL,HIGH
song_d1a91d48f244dbca,"Anh Đếch Cần Gì Nhiều Ngoài Em (feat. Thành Đồng, Vũ.)",Đen Vâu Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=tWTWGLN-bAg,hip hop|rap,apple_music,MISSING_ORIGINAL,HIGH
song_ee0e487fb1319a27,ANH ĐỢI EM ĐƯỢC KHÔNG - MỸ TÂM | OFFICIAL MV,My Tam,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=5QfXwgkJITA,pop|v-pop|tết,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_1a088ac7dd16415e,"anh ơi, anh ơi! em nào có tội... Thương Võ",THƯƠNG VÕ OFFICIAL,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=7zoUYsKztpE,pop|folk|world|country|v-pop,apple_music|discogs,MISSING_ORIGINAL,HIGH
song_4ee89e558512db53,Anh Ơi Em Phải Làm Sao,Soái Nhi,,,,,,,,,not_found,,,,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_323da566b073c098,Anh Ơi Ở Lại (feat. Đạt G),Chi Pu Official,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=8onpTe2W8ls,pop|v-pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_26f0c5a75764ac63,Anh Ở Đâu - Khởi My [MV HD OFFICIAL],Nam Việt Music,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=XhcUFYT27bk,pop,apple_music,MISSING_ORIGINAL,HIGH
song_442fc149cc4eff89,Apna Dhori Pa Chua Len Ghee,Raja Writer,Âu Mỹ,zingmp3_api,https://zingmp3.vn/bai-hat/Apna-Dhori-Pa-Chua-Len-Ghee-Raja-Writer/ytQvDjzdLUqk.html,Apna Dhori Pa Chua Len Ghee,Raja Writer,1.0,high,"[{""id"":""q3564DMx4CZN"",""name"":""Âu Mỹ"",""title"":""Âu Mỹ"",""alias"":""au-my"",""link"":""/the-loai-album/Au-My/q3564DMx4CZN.html""}]",found,Z7U96FUF,https://zingmp3.vn/bai-hat/Apna-Dhori-Pa-Chua-Len-Ghee-Raja-Writer/Z7U96FUF.html,,worldwide,apple_music,MISSING_ORIGINAL,HIGH
song_a7b549ebf36fcbee,Ariana Grande - the boy is mine (lyric visualizer),Ariana Grande,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ZqCWXdZFc58,pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_ffeb9a0dfac49521,Ariana Grande - we can't be friends (wait for your love) (official music video),Ariana Grande,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=KNtJGQkC-WI,pop,apple_music|zingmp3,MISSING_ORIGINAL,HIGH
song_d5c7c503a99dcae4,AROUND THE WORLD | NOO PHƯỚC THỊNH | MV OFFICIAL,Noo Phước Thịnh,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ROnS-8RA41U,pop,discogs,MISSING_ORIGINAL,HIGH
song_01f1e723e4178da4,Artemas - i like the way you kiss me (lyric video),Artemas,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=ODDRRXMi22E,pop,apple_music,MISSING_ORIGINAL,HIGH
song_f2a2537af4b3bc1d,Artemas - if u think i'm pretty (lyric video),Artemas,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=x3tXq9xx7oI,pop|alternative,apple_music|shazam,MISSING_ORIGINAL,HIGH
song_c4aa583626e374e2,"🌾 Atmospheric & Ambient (Royalty Free Music) - ""PACIFIC"" by Riyhsal 🇮🇩",BreakingCopyright — Royalty Free Music,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=c4anyyxy1oo,country,nhaccuatui,MISSING_ORIGINAL,LOW
song_4774aaad4d758dcc,Audioslave - Like a Stone (Official Video),Audioslave,,,,,,,,,not_found,,,https://www.youtube.com/watch?v=7QU1nvuxaMA,soul|rock|stage|screen|hard rock|music video,apple_music|discogs,MISSING_ORIGINAL,HIGH
